16.7	Meas:	 1 0	Est	     1.20336 1.28177e-308     0.154706 2.97336e-308 6.42644e-309	Number of Objects	0
16.8	Meas:	 1 0	Est	      1.2165 1.30516e-308     0.155552 3.00325e-308 6.48338e-309	Number of Objects	0
16.9	Meas:	 1 0	Est	      1.2297  1.3287e-308     0.156396  3.0331e-308 6.54038e-309	Number of Objects	0
17	Meas:	 1 0	Est	     1.24296 1.35237e-308     0.157239 3.06293e-308 6.59744e-309	Number of Objects	0
17.1	Meas:	 1 0	Est	     1.25628 1.37618e-308     0.158082 3.09271e-308 6.65456e-309	Number of Objects	0
17.2	Meas:	 1 0	Est	     1.26965 1.40012e-308     0.158924 3.12246e-308 6.71174e-309	Number of Objects	0
17.3	Meas:	 1 0	Est	     1.28308 1.42418e-308     0.159765 3.15216e-308 6.76897e-309	Number of Objects	0
17.4	Meas:	 1 0	Est	     1.29657 1.44837e-308     0.160605 3.18182e-308 6.82625e-309	Number of Objects	0
17.5	Meas:	 1 0	Est	     1.31011 1.47266e-308     0.161444 3.21143e-308 6.88359e-309	Number of Objects	0
17.6	Meas:	 1 0	Est	     1.32371 1.49707e-308     0.162283 3.24098e-308 6.94098e-309	Number of Objects	0
17.7	Meas:	 1 0	Est	     1.33737 1.52157e-308      0.16312 3.27049e-308 6.99842e-309	Number of Objects	0
17.8	Meas:	 1 0	Est	     1.35109 1.54618e-308     0.163957 3.29994e-308 7.05592e-309	Number of Objects	0
17.9	Meas:	 1 0	Est	     1.36486 1.57087e-308     0.164793 3.32933e-308 7.11346e-309	Number of Objects	0
18	Meas:	 1 0	Est	     1.37868 1.59564e-308     0.165628 3.35866e-308 7.17105e-309	Number of Objects	0
18.1	Meas:	 1 0	Est	     1.39257  1.6205e-308     0.166462 3.38792e-308 7.22869e-309	Number of Objects	0
18.2	Meas:	 1 0	Est	      1.4065 1.64542e-308     0.167296 3.41712e-308 7.28638e-309	Number of Objects	0
18.3	Meas:	 1 0	Est	      1.4205 1.67041e-308     0.168128 3.44625e-308 7.34412e-309	Number of Objects	0
18.4	Meas:	 1 0	Est	     1.43455 1.69546e-308      0.16896 3.47532e-308  7.4019e-309	Number of Objects	0
